Teaser Text,Tag Value,Teaser Normalizado
El coronavirus impacta más a los hombres. Los científicos empiezan a comprender por qué | Por Apoorva Mandavilli,Clickbait,el coronavirus impactar más a el hombre . el científico empezar a comprender por qué | por apoorva mandavilli
La revancha del real: Brasil revalúa y ayuda a distender el mercado de cambios local,No,el revancha del real : brasil revalúa y ayuda a distender el mercado de cambio local
"Quién es Margarita Cabello, la primera mujer en convertirse en Procuradora General en Colombia",No,"quién ser margarita cabello , el primero mujer en convertir él en procuradora general en colombia"
"El sur de Florida comenzó una reapertura gradual, pero mantiene clausuradas las playas",No,"el sur de florida comenzar uno reapertura gradual , pero mantener clausurada el playa"
"Qué es el dragón azul, la extraña criatura venenosa que apareció en una playa de Texas",Clickbait,"qué ser el dragón azul , el extraño criatura venenós que aparecer en uno playa de texas"
Estremecedor gesto en un partido de la Bundesliga: el pedido de justicia por la muerte de George Floyd en Estados Unidos,Clickbait,estremecedor gesto en uno partido de el bundesliga : el pedido de justicia por el muerte de george floyd en estados unidos
"Ansiedad, insomnio y menos ingresos: el impacto de la pandemia sobre los profesionales de la salud",No,"ansiedad , insomnio y menos ingreso : el impacto de el pandemia sobre el profesional de el salud"
La Argentina ingresó en un default invisible para el mercado,No,el argentina ingresar en uno default invisible para el mercado
Cine de autor para ver en casa: ocho películas que no te podés perder,Clickbait,cine de autor para ver en casa : ocho película que no tú podés perder
México produce el 30% de aguacate de todo el mundo: Subsecretaría de Comercio Exterior,No,méxico producir el 30% de aguacate de todo el mundo : subsecretaría de comercio exterior
"RT @InfobaeTecno: Desarrollaron en España una cápsula del futuro tren ""Hyperloop""",No,"rt @infobaetecno : desarrollar en españa uno cápsula del futuro tren "" hyperloop """
Advierten una falla de seguridad en Google Home y Chromecast: de qué se trata y cómo solucionarlo,Clickbait,advertir uno falla de seguridad en google home y chromecast : de qué él tratar y cómo solucionar él
Detienen a un hacker de 17 años por el ciberataque masivo a Twitter,No,detener a uno hacker de 17 año por el ciberataque masivo a twitter
Colágeno hidrolizado: ¿Conviene tomar el suplemento?,Clickbait,colágeno hidrolizado : ¿ convenir tomar el suplemento ?
José López: se unificaron dos penas en su contra y deberá afrontar 7 años y medio de cárcel,No,josé lópez : él unificar dos pena en su contra y deber afrontar 7 año y medio de cárcel
Coronavirus en cárceles federales: 4 muertes y 141 casos positivos,No,coronavirus en cárcel federal : 4 muerte y 141 caso positivo
"Un modisto, un abogado y un asesino convicto, los embajadores de la mafia calabresa en la Argentina",Clickbait,"uno modisto , uno abogado y uno asesino convicto , el embajador de el mafia calabrés en el argentina"
El verdadero costo de la declaración de independencia de Lionel Messi,Clickbait,el verdadero costo de el declaración de independencia de lionel messi
"Un nuevo estudio advierte que los celulares podrían ser ""el caballo de Troya"" del coronavirus",No,"uno nuevo estudio advertir que el celular poder ser "" el caballo de troya "" del coronavirus"
"Rocío Oliva se metió en la pelea entre Diego Maradona y sus hijas: ""Estoy de acuerdo con ellas""",No,"rocío oliva él meter en el pelea entre diego maradona y su hija : "" estar de acuerdo con él """
"La Ciudad avanza para habilitar espacios comunes de edificios: definen un protocolo en el que habrá parrillas, pero no SUM",No,"el ciudad avanzar para habilitar espacio común de edificio : definir uno protocolo en el que haber parrilla , pero no sum"
Coronavirus: el enfermero del Fernández que dieron por muerto se recuperó y ya volvió a trabajar,Clickbait,coronavirus : el enfermero del fernández que dar por muerto él recuperar y ya volver a trabajar
Fueron a buscarlo a su casa y en un forcejeo mataron a su hijo de 12 años,No,ser a buscar él a su casa y en uno forcejeo matar a su hijo de 12 año
Franquicias: por la crisis cerró el 14% de los locales,No,franquicias : por el crisis cerrar el 14% de el local
"Doble rol. El juego de Sergio Massa, tercer partener de la alianza gobernante",Clickbait,"doble rol . el juego de sergio massa , tercer partener de el alianza gobernante"
Coronavirus. La Argentina superó la barrera de las 10.000 muertes. La Argentina superó las 10.000 muertes por coronavirus,No,coronavirus . el argentina superar el barrera de el 10000 muerte . el argentina superar el 10000 muerte por coronavirus
"Detuvieron a la hermana de Esteban Alvarado, uno de los principales líderes narco de Rosario",No,"detener a el hermana de esteban alvarado , uno de el principal líder narco de rosario"
"Coronavirus en Argentina: con el foco puesto en los cajeros, claves y consejos para evitar el robo de datos de las tarjetas",Clickbait,"coronavirus en argentina : con el foco puesto en el cajero , clave y consejo para evitar el robo de dato de el tarjeta"
Incendios y ataques mapuches en Chile: una huelga de camioneros exige protección en el sur del país,No,incendio y ataque mapuch en chile : uno huelga de camionero exigir protección en el sur del país
Pixelar caras y borrar metadatos en fotos: la tecnología usada en las protestas de EE.UU.,No,pixelar cara y borrar metadato en foto : el tecnología usado en el protesta de ee.uu.
Asalto en el shopping Soleil: cuál es el vínculo con el crimen del turista inglés en Puerto Madero,Clickbait,asalto en el shopping soleil : cuál ser el vínculo con el crimen del turista inglés en puerto madero
"Sapiens, cautivos de nuestro ADN",No,"sapiens , cautivo de nuestro adn"
Android 11: Google lanza la versión beta y estas son todas sus nuevas funciones,Clickbait,android 11 : google lanzar el versión beta y este ser todo su nuevo función
Galaxy Note 10: lanzan un celular Extra Large y con recarga ultraveloz,No,galaxy note 10 : lanzar uno celular extra large y con recarga ultraveloz
Advierten que los niños y adolescentes consumirán hasta un 50% más de pantallas,No,advertir que el niño y adolescente consumir hasta uno 50% más de pantalla
"Netflix hará una serie basada en el videojuego Cuphead. Cuphead, el videojuego éxito de Microsoft, tendrá su versión adaptada para Netflix",No,"netflix hacer uno serie basado en el videojuego cuphead . cuphead , el videojuego éxito de microsoft , tener su versión adaptado para netflix"
Coronavirus en Argentina: reportan 65 muertos y 3.645 casos en las últimas 24 horas,No,coronavirus en argentina : reportar 65 muerto y 3645 caso en el último 24 hora
"""El Día del Amigo es un alerta, no se puede festejar"" en cuarentena, advierten desde la provincia de Buenos Aires",No,""" el día del amigo ser uno alerta , no él poder festejar "" en cuarentena , advertir desde el provincia de buenos aires"
Desesperada búsqueda del ginecólogo cordobés: la familia ofrece $ 100 mil de recompensa,No,desesperado búsqueda del ginecólogo cordobés : el familia ofrecer $ 100 mil de recompensa
Capítulos de YouTube: así es la nueva función para organizar la reproducción de videos,Clickbait,capítulo de youtube : así ser el nuevo función para organizar el reproducción de video
Rechazan dictar una medida cautelar contra revisión del traslado del juez German Castelli,No,rechazar dictar uno medida cautelar contra revisión del traslado del juez german castelli
Mirko dijo su primera mala palabra y Marley compartió un conmovedor video de su nacimiento,Clickbait,mirko decir su primero malo palabra y marley compartir uno conmovedor video de su nacimiento
Coronavirus en Argentina: una relevamiento muestra que la economía preocupa más que la salud de la familia,No,coronavirus en argentina : uno relevamiento mostrar que el economía preocupar más que el salud de el familia
Un atleta argentino que ya tiene su lugar en los Juegos de Tokio dio positivo de coronavirus,Clickbait,uno atleta argentino que ya tener su lugar en el juegos de tokio dar positivo de coronavirus
Cae uno de los sicarios más buscados de Rosario,Clickbait,cae uno de el sicario más buscado de rosario
IFE: Alfredo Cornejo denunció irregularidades en el pago y apuntó contra Fernanda Raverta. Fondos. Cornejo apuntó contra Raverta por las irregularidades en el pago del IFE,No,ife : alfredo cornejo denunciar irregularidad en el pago y apuntar contra fernanda raverta . fondo . cornejo apuntar contra raverta por el irregularidad en el pago del ife
"Éxodo confirmado: Bautista Ezcurra, exback de Jaguares, jugará en Atlanta Rugby de Estados Unidos. Sigue el éxodo: Bautista Ezcurra, back de Jaguares, jugará en Atlanta Rugby de Estados Unidos",No,"éxodo confirmado : bautista ezcurra , exback de jaguares , jugar en atlanta rugby de estados unidos . seguir el éxodo : bautista ezcurra , back de jaguares , jugar en atlanta rugby de estados unidos"
Entregó una pizza y lo asesinaron de un tiro en la cabeza. Asesinan de un tiro en la cabeza a un repartidor de pizzas en La Plata,No,entregar uno pizza y él asesinar de uno tiro en el cabeza . asesinar de uno tiro en el cabeza a uno repartidor de pizza en el plata
Descubren un error en la app de WhatsApp que permite recuperar mensajes eliminados,Clickbait,descubrir uno error en el app de whatsapp que permitir recuperar mensaje eliminado
"Los velatorios digitales, una solución para dar el último adiós en tiempos de pandemia",No,"el velatorio digital , uno solución para dar el último adiós en tiempo de pandemia"
Deuda: cinco claves para entender la negociación que llevó a cabo Martín Guzmán,Clickbait,deuda : cinco clave para entender el negociación que llevar a cabo martín guzmán
"Leticia Brédice publicó fuertes mensajes contra su novio: lo acusó de ""ladrón"" y ""mala gente""",No,"leticia brédice publicar fuerte mensaje contra su novio : él acusar de "" ladrón "" y "" malo gente """
"Martín Guzmán, en la mira por su 'teoría de la deuda' y por su rol como ministro",No,"martín guzmán , en el mira por su ' teoría de el deuda ' y por su rol como ministro"
Problemas en fase 5: a un intendente le impidieron entrar al municipio vecino para llevar leche a su hijo recién nacido,No,problema en fase 5 : a uno intendente él impedir entrar al municipio vecino para llevar leche a su hijo recién nacido
Coronavirus con mi ex: Demi Moore y Bruce Willis pasan juntos la cuarentena,No,coronavirus con mi ex : demi moore y bruce willis pasar junto el cuarentena
"La última fecha de la Premier League: Bielsa en la tribuna, el error fatal del arquero de Leicester, un consuelo al goleador y el ""Guante de Oro""",Clickbait,"el último fecha de el premier league : bielsa en el tribuna , el error fatal del arquero de leicester , uno consuelo al goleador y el "" guante de oro """
Cómo celebrar un cumpleaños en cuarentena: opciones para mantener la distancia social,Clickbait,cómo celebrar uno cumpleaños en cuarentena : opción para mantener el distancia social
Las playlists de Spotify para cada signo del zodíaco: qué música escuchar según la astrología. Música astrológicamene personalizada: Spotify ideó playlists para cada signo del zodíaco,Clickbait,el playlists de spotify para cada signo del zodíaco : qué músicar escuchar según el astrología . música astrológicamenir personalizado : spotify idear playlists para cada signo del zodíaco
Coronavirus en la Argentina: los gastos extras por la pandemia rondaron los $450.000 millones,No,coronavirus en el argentina : el gasto extra por el pandemia rondar el $ 450000 millón
Cantando 2020: Dan Breitman la rompió con un tema de Charly García,No,cantando 2020 : dan breitman él romper con uno tema de charly garcía
"Disney+, prohibido para adultos",Clickbait,"disney+ , prohibido para adulto"
El día que Paul McCartney dijo basta y se despidió de The Beatles para siempre,Clickbait,el día que paul mccartney decir basta y él despedir de the beatles para siempre
"La policía acusada de asesinar a un matrimonio dijo que no participó del hecho, pero reconoció que mintió sobre su arma",No,"el policía acusado de asesinar a uno matrimonio decir que no participar del hecho , pero reconocer que mentir sobre su arma"
¿Qué significa soñar con serpientes?,Clickbait,¿ qué significar soñar con serpiente ?
"Taxistas mantienen ""sitiada"" la ciudad de Neuquén luego de que balearan a un chofer en un intento de robo",No,"taxistas mantener "" sitiado "" el ciudad de neuquén luego de que balearar a uno chofer en uno intento de robo"
Sebastián Estevanez sufrió quemaduras en las manos y el rostro por la explosión de un bidón de alcohol en gel. Accidente doméstico: Estevanez sufrió quemaduras en las manos y el rostro,No,sebastián estevanez sufrir quemadura en el mano y el rostro por el explosión de uno bidón de alcohol en gel . accidente doméstico : estevanez sufrir quemadura en el mano y el rostro
Un golfista dio positivo de coronavirus en pleno torneo del PGA Tour,No,uno golfista dar positivo de coronavirus en pleno torneo del pga tour
Por qué designaron a dos nuevos fiscales en el caso Facundo Astudillo Castro,Clickbait,por qué designar a dos nuevo fiscal en el caso facundo astudillo castro
"Coronavirus: la emotiva campaña de Andrea Bocelli, Eros Ramazzotti, Laura Pausini y otros cantantes italianos",Clickbait,"coronavirus : el emotivo campaña de andrea bocelli , eros ramazzotti , laura pausini y otro cantante italiano"
Coronavirus en Argentina: el riesgo país sube más del 4% y caen los bonos,No,coronavirus en argentina : el riesgo país subir más del 4% y caer el bono
FIFA 20: Boca y River vuelven con un con parche gratuito por la Copa Libertadores,No,fifa 20 : boca y river volver con uno con parche gratuito por el copa libertadores
"Un App Store chino: Xiaomi, Oppo, Vivo y Huawei se unen para competir con el Play Store de Google
https://t.co/ahSiw4hM77",No,"uno app store chino : xiaomi , oppo , vivo y huawei él unir para competir con el play store de google 
 https://t.co/ahsiw4hm77"
Estas 6 señales indican que los chicos tienen problemas visuales,Clickbait,este 6 señal indicar que el chico tener problema visual
"CES 2020: Charmin Rollbot te trae papel higiénico al baño cuando se acaba
https://t.co/7fNkMHQ11Q",No,"ces 2020 : charmin rollbot tú traer papel higiénico al baño cuando él acabar 
 https://t.co/7fnkmhq11q"
"#Fútbol | Barcelona y Juventus oficializaron el trueque entre Arthur y Pjanic para ""maquillar cuentas"" antes del 30 de junio ⚽💰",No,"# fútbol | barcelona y juventus oficializar el trueque entre arthur y pjanic para "" maquillar cuenta "" antes del 30 de junio ⚽ 💰"
"Vicentin: Omar Perotti explicó su plan y dijo que Alberto Fernández ""no tiene una vocación expropiadora""",No,"vicentin : omar perotti explicar su plan y decir que alberto fernández "" no tener uno vocación expropiadoro """
Más chicos terminan el colegio con sobrepeso y buscan con una guía generar una escuela saludable,No,más chico terminar el colegio con sobrepeso y buscar con uno guía generar uno escuela saludable
"Sin charla: así es Uber Comfort, el nuevo servicio diferencial con autos nuevos y conductores silenciosos
https://t.co/Da7sJMpXJp",Clickbait,"sin char él : así ser uber comfort , el nuevo servicio diferencial con auto nuevo y conductor silencioso 
 https://t.co/da7sjmpxjp"
Las tres centrales obreras respaldaron la intervención oficial de Vicentin. Vicentin. Respaldo de las tres centrales sindicales a la intervención oficial,No,el tres central obrero respaldar el intervención oficial de vicentin . vicentin . respaldo de el tres central sindical a el intervención oficial
Un falso meme sobre la muerte de Mr Bean está propagando una estafa,Clickbait,uno falso meme sobre el muerte de mr bean estar propagar uno estafa
"Fernando Morientes: por qué Boca le ganó aquella Intercontinental a Real Madrid y su mirada del ""gen argentino"" #Fútbol | El recuerdo de Fernando Morientes: por qué Boca le ganó la Intercontinental a Real Madrid, la camiseta xeneize que todavía conserva y su mirada del ""gen argentino"" 🇪🇸⚽",Clickbait,"fernando morientes : por qué boca él ganar aquel intercontinental a real madrid y su mirada del "" gen argentino "" # fútbol | el recuerdo de fernando morientes : por qué boca él ganar el intercontinental a real madrid , el camiseta xeneize que todavía conservar y su mirada del "" gen argentino "" 🇪 🇸 ⚽"
13 consejos para perder grasa sin sacrificar masa muscular,Clickbait,13 consejo para perder grasa sin sacrificar masa muscular
Neibors: la red social pensada para vecinos con desarrollo argentino. Lanzan una red social pensada para vecinos con desarrollo argentino,No,neibors : el red social pensado para vecino con desarrollo argentino . lanzar uno red social pensado para vecino con desarrollo argentino
Afirman que Estados Unidos compró todas las dosis disponibles para tres meses de una droga contra el coronavirus,No,afirmar que estados unidos comprar todo el dosis disponible para tres mes de uno droga contra el coronavirus
Entrená al aire libre,No,entrená al aire libre
Coronavirus: Estados Unidos envió dos millones de dosis de hidroxicloroquina a Brasil,No,coronavirus : estados unidos enviar dos millón de dosis de hidroxicloroquina a brasil
Basterra armó su equipo y va definiendo su perfil de gestión,No,basterra armar su equipo y ir definir su perfil de gestión
Programas que apuntan a achicar la huella de carbono,No,programas que apuntar a achicar el huella de carbono
Aseguran que la genética está cambiando el manejo agronómico del maíz,No,asegurar que el genética estar cambiar el manejo agronómico del maíz
"China inaugura la asamblea política más importante del año, dominada por los efectos del coronavirus",No,"china inaugurar el asamblea político más importante del año , dominado por el efecto del coronavirus"
Por 70 casos de coronavirus cierran al menos 50 escuelas en Francia,No,por 70 caso de coronavirus cerrar al menos 50 escuela en francia
"El COE Nacional aprobó el regreso de las competiciones de tenis, pero será sin la presencia de público",No,"el coe nacional aprobar el regreso de el competición de tenis , pero ser sin el presencia de público"
"El caso de ""Frida Sofía"" en la escuela derrumbada por el terremoto en México revive la historia de ""Monchito"", el niño del sismo de 1985 que tampoco existió. Dos nombres, Frida Sofía y Monchito, mantuvieron a México en vilo durante los terremotos de 1985 y 2017 como posibles sobrevivientes entre los escombros. Hasta que se descubrió que ninguno de los dos niños existía. #DeNuestroArchivo #Sismo19S",No,"el caso de "" frida sofía "" en el escuela derrumbado por el terremoto en méxico revivir el historia de "" monchito "" , el niño del sismo de 1985 que tampoco existir . dos nombre , frida sofía y monchito , mantener a méxico en vilo durante el terremoto de 1985 y 2017 como posible sobreviviente entre el escombro . hasta que él descubrir que ninguno de el dos niño existir . # denuestroarchivo # sismo19s"
Messi abandona el Barcelona: ¿qué puede ganar el equipo con la salida del astro? Responden analistas de la BBC. ¿Qué puede ganar el FC Barcelona con la salida de Lionel Messi? Responden analistas de la BBC,Clickbait,messi abandonar el barcelona : ¿ qué poder ganar el equipo con el salida del astro ? responder analista de el bbc . ¿ qué poder ganar el fc barcelona con el salida de lionel messi ? responder analista de el bbc
"Videojuegos: el infinito en tus mandos
La opinión de @GabiMartnez",No,"videojuego : el infinito en tu mando 
 el opinión de @gabimartnez"
"Mushuc Runa ganó 2-1 al Olmedo, con un gol de tiro libre de su arquero Iván Brun",No,"mushuc runa ganar 2-1 al olmedo , con uno gol de tiro libre de su arquero iván brun"
"Las llamas en el oeste de EEUU dejan ya 23 muertos: ""Nunca hemos visto tantos incendios sin control"" RT @ElMundoInter: El fuego avanza sin control en EEUU. 
https://t.co/lG9iIiOMZi
Informa @pscarpe",No,"el llama en el oeste de eeuu dejar ya 23 muerto : "" nunca haber ver tanto incendio sin control "" rt @elmundointer : el fuego avanzar sin control en eeuu . 
 https://t.co/lg9iiiomzi 
 informa @pscarpe"
"Antetokounmpo y LeBron en forma para reinicio de la NBA; Nurkic reaparece. El candidato a MVP de la NBA jugó un amistoso y así le fue, antes de la reanudación del torneo:",Clickbait,"antetokounmpo y lebron en forma para reinicio de el nba ; nurkic reaparecer . el candidato a mvp de el nba jugar uno amistoso y así él ser , antes de el reanudación del torneo :"
"La polémica apuesta de México: una 'vuelta al cole' por televisión. Quedan por despejar muchas dudas como, por ejemplo,  ¿cómo podrán resolver los estudiantes sus dudas siguiendo un programa de televisión?, ¿cómo se comprobará que realmente están siguiendo los contenidos?

✍️ @PabloSOlmos 

https://t.co/jGOQO3VBm2",Clickbait,"el polémica apuesta de méxico : uno ' vuelta al cole ' por televisión . quedar por despejar mucho duda como , por ejemplo ,   ¿ cómo poder resolver el estudiante su duda seguir uno programa de televisión ? , ¿ cómo él comprobar que realmente estar seguir el contenido ? 

 ✍ ️ @pablosolmos 

 https://t.co/jgoqo3vbm2"
Podemos pide 20 años de cárcel para Jordi Pujol,No,poder pedir 20 año de cárcel para jordi pujol
Los eventos y personalidades a los que prestar atención en 2020,Clickbait,el evento y personalidad a el que prestar atención en 2020
La popularidad de Jair Bolsonaro bate un récord desde que es presidente de #Brasil | @JoanRoyoGual explica por qué: ,No,el popularidad de jair bolsonaro batir uno récord desde que ser presidente de # brasil | @joanroyogual explicar por qué :
La vacuna del coronavirus desata la guerra de los 'hackers' | Por: @Lucasdelacal ,No,el vacuna del coronavirus desata el guerra de el ' hackers ' | por : @lucasdelacal
“Supercepo” al dólar: por qué los últimos 3 gobiernos en Argentina aplicaron trabas al acceso de dólares (y qué nos dice sobre el deterioro de su economía),Clickbait,“ supercepo ” al dólar : por qué el último 3 gobierno en argentina aplicar traba al acceso de dólares ( y qué yo decir sobre el deterioro de su economía )
Ronaldinho: embargan 57 propiedades y le retienen los pasaportes al exfutbolista por impago de multas de US$2 millones,No,ronaldinho : embargar 57 propiedad y él retener el pasaporte al exfutbolista por impago de multa de us$ 2 millón
Madrid aprueba hoy más restricciones en los aforos de la hostelería y bares de copas para frenar los rebrotes de Covid-19,No,madrid aprobar hoy más restricción en el aforo de el hostelería y bar de copa para frenar el rebrot de covid-19
"Los pueblos más bonitos de España imponen un manual de comportamiento a los turistas ante el temor a contagios. Los @LosPueblosmbe, de Cudillero a Guadalupe, Ayllón o Liérganes, piden a los turistas que sepan comportarse.",No,"el pueblo más bonito de españa imponer uno manual de comportamiento a el turista ante el temor a contagio . el @lospueblosmbe , de cudillero a guadalupe , ayllón o liérganes , pedir a el turista que saber comportar él ."
"Las comunidades lamentan el pacto ""de mínimos"": ""¿Para qué hace falta un Ministerio de Educación si no coordina?"".",No,"el comunidad lamentar el pacto "" de mínimo "" : "" ¿ para qué hacer falta uno ministerio de educación si no coordinar ? "" ."
Premio de la @FundacionBBVA a los inventores de la comunicación a prueba de espías. Por @RaquelVonDiaz,No,premio de el @fundacionbbva a el inventor de el comunicación a prueba de espía . por @raquelvondiaz
"Terremoto en México: un temblor de magnitud 7,5 causa al menos siete muertos en plena pandemia. El gobernador de Oaxaca confirma dos muertos",No,terremoto en méxico : uno temblor de magnitud 7.5 causar al menos siete muerto en pleno pandemia . el gobernador de oaxaca confirmar dos muerto
