DOI	Title	Authors	Abstract	Section	Date
10.48550/arXiv.2503.18603	langalign enhance non english language models cross lingual embedding alignment	Jong Myoung Kim, Young-Jun Lee, Ho-Jin Choi, Sangkeun Jung	while large language models have gain attention many service developer still rely embed base model due practical constraint . such case quality fine tuning datum directly impact performance english dataset be often use seed datum train non english model . study propose langalign enhance target language processing align english embed vector target language interface language model task header . experiment korean japanese chinese demonstrate langalign significantly improve performance three language . additionally show that langalign can be apply reverse to convert target language datum format english base model can process .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18596	linkalign scalable schema link real world large scale multi database text sql	Yihan Wang, Peiyu Liu, Xin Yang	schema link be critical bottleneck achieve human level performance text sql task particularly real world large scale multi database scenario . address schema link face two major challenge 1 database retrieval select correct database large schema pool multi database setting while filter irrelevant one . 2 schema item grounding accurately identify relevant table column large redundant schema sql generation . to address introduce linkalign novel framework can effectively adapt exist baseline real world environment systematically address schema link . framework comprise three key step multi round semantic enhance retrieval irrelevant information isolation challenge 1 schema extraction enhancement challenge 2 . evaluate method performance schema link spider bird benchmark ability to adapt exist text sql model real world environment spider 2.0 lite benchmark . experiment show that linkalign outperform exist baseline multi database setting demonstrate effectiveness robustness . other hand method rank highest model exclude use long chain thought reasoning llms . work bridge gap current research real world scenario provide practical solution robust scalable schema link . code be available https url .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18594	clintext sp rigoberta clinical new set open resource spanish clinical nlp	Guillem GarcÃ­a Subies, Ã�lvaro Barbero JimÃ©nez, Paloma MartÃ­nez FernÃ¡ndez	present novel contribution spanish clinical natural language processing introduce large publicly available clinical corpus clintext sp state art clinical encoder language model rigoberta clinical . corpus be meticulously curate diverse open source include clinical case medical journal annotate corpora share task provide rich diverse dataset be previously difficult access . rigoberta clinical develop domain adaptive pretraining comprehensive dataset significantly outperform exist model multiple clinical nlp benchmark . publicly release dataset model aim to empower research community robust resource can drive further advancement clinical nlp ultimately contribute improved healthcare application .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	24/03/2025
10.48550/arXiv.2503.18562	self report confidence large language models gastroenterology analysis commercial open source quantized models	Nariman Naderi, Seyed Amir Ahmad Safavi-Naini, Thomas Savage, Zahra Atf, Peter Lewis, Girish Nadkarni, Ali Soroush	study evaluate self report response certainty several large language model gpt claude llama phi mistral gemini gemma qwen use 300 gastroenterology board style question . highest perform model gpt o1 preview gpt-4o claude-3.5 sonnet achieve brier score 0.15 0.2 auroc 0.6 . although new model demonstrate improved performance exhibit consistent tendency overconfidence . uncertainty estimation present significant challenge safe use llms healthcare . keyword large language model confidence elicitation artificial intelligence gastroenterology uncertainty quantification	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Human-Computer Interaction (cs.HC), Machine Learning (cs.LG)	24/03/2025
10.48550/arXiv.2503.18539	natural language processing electronic health records scandinavian languages norwegian swedish danish	Ashenafi Zebene Woldaregay, JÃ¸rgen Aarmo Lund, Phuong Dinh Ngo, Mariyam Tayefi, Joel Burman, Stine Hansen, Martin Hylleholt Sillesen, Hercules Dalianis, Robert Jenssen, Lindsetmo Rolf Ole, Karl Ã˜yvind Mikalsen	background clinical natural language processing nlp refer use computational method extract processing analyze unstructured clinical text datum hold huge potential to transform healthcare various clinical task . objective study aim to perform systematic review to comprehensively assess analyze state art nlp method mainland scandinavian clinical text . method literature search be conduct various online database include pubmed sciencedirect google scholar acm digital library ieee xplore december 2022 february 2024 . far relevant reference include article be also use to solidify search . final pool include article conduct clinical nlp mainland scandinavian language be publish english 2010 2024 . result 113 article 18 n=21 focus norwegian clinical text 64 n=72 swedish 10 n=11 danish 8 n=9 focus more one language . generally review identify positive development region despite observable gap disparity language . be substantial disparity level adoption transformer base model . essential task such de identification be significantly less research activity focus norwegian danish compare swedish text . far review identify low level share resource such datum experimentation code pre train model rate adaptation transfer learning region . conclusion review present comprehensive assessment state art clinical nlp electronic health record ehr text mainland scandinavian language highlight potential barrier challenge hinder rapid advancement field region .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Machine Learning (cs.LG)	24/03/2025
10.48550/arXiv.2503.18526	sciclaims end end generative system biomedical claim analysis	RaÃºl Ortega, JosÃ© Manuel GÃ³mez-PÃ©rez	validate key claim scientific literature particularly biomedical research be essential ensure accuracy advance knowledge . process be critical sector like pharmaceutical industry where rapid scientific progress require automation deep domain expertise . however current solution have significant limitation . lack end end pipeline encompass claim extraction evidence retrieval verification step rely complex nlp information retrieval pipeline prone multiple failure point often fail to provide clear user friendly justification claim verification outcome . to address challenge introduce sciclaims advanced system power state art large language model llms seamlessly integrate entire scientific claim analysis process . sciclaims outperform previous approach claim extraction verification require additional fine tuning set new benchmark automate scientific claim analysis .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Digital Libraries (cs.DL)	24/03/2025
10.48550/arXiv.2503.18502	autoregressive language models knowledge base population case study space mission domain	AndrÃ©s GarcÃ­a-Silva, JosÃ© Manuel GÃ³mez-PÃ©rez	knowledge base population kbp play crucial role populate maintain knowledge basis date organization leverage domain corpora . motivate increasingly large context window support large language model propose fine tune autoregressive language model end toend kpb . case study involve population space mission knowledge graph . fine tune model generate dataset end end kbp tap exist domain resource . case study show that fine tune language model limited size can achieve competitive even high accuracy large model kbp task . small model specialize kbp offer affordable deployment low cost inference . moreover kbp specialist model do not require ontology to be include prompt allow more space context additional input text output serialization .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18491	magic vqa multimodal grounded inference commonsense knowledge visual question answering	Shuo Yang, Siwen Luo, Soyeon Caren Han, Eduard Hovy	visual question answering vqa require reasoning visual textual modality large vision language models lvlm often lack integrate commonsense knowledge limit robustness real world scenario . to address introduce magic vqa novel framework enhance vqa systematically integrate commonsense knowledge lvlm . magic vqa employ three stage process 1 explicit knowledge integration external source 2 type post processing contextual refinement 3 implicit knowledge augmentation use graph neural network gnn structured reasoning . while gnn bring great depth structured inference enable superior relational inference lvlm . magic vqa bridge key gap unify commonsensse knowledge lvlm drive reasoning eliminate need extensive pre training complex prompt tuning . framework achieve state art performance benchmark dataset significantly improve commonsense reasoning vqa .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18485	whisper amharic fine tuning whisper low resource language	Dawit Ketema Gete, Bedru Yimam Ahamed, Tadesse Destaw Belay, Yohannes Ayana Ejigu, Sukairaj Hafiz Imam, Alemu Belay Tessema, Mohammed Oumer Adem, Tadesse Amare Belay, Robert Geislinger, Umma Aliyu Musa, Martin Semmann, Shamsuddeen Hassan Muhammad, Henning Schreiber, Seid Muhie Yimam	work explore fine tune openai 's whisper automatic speech recognition asr model amharic low resource language to improve transcription accuracy . while foundational whisper model struggle amharic limited representation training datum fine tune use dataset like mozilla common voice fleurs bdu speech dataset . well perform model whispersmall am significantly improve when finetune mix exist fleurs datum new unseen amharic dataset . train solely new datum lead poor performance combine fleurs datum reinforce model enable well specialization amharic . also demonstrate that normalize amharic homophone significantly enhance word error rate wer bilingual evaluation understudy bleu score . study underscore importance fine tuning strategy dataset composition improve asr low resource language provide insight future amharic speech recognition research .	Computation and Language (cs.CL), Machine Learning (cs.LG)	24/03/2025
10.48550/arXiv.2503.18471	word bridge explore computational support cross disciplinary translation work	Calvin Bao, Yow-Ting Shiue, Marine Carpuat, Joel Chan	scholar often explore literature outside home community study . exploration process be frequently hamper field specific jargon . past computational work often focus support translation work remove jargon simplification summarization here explore different approach preserve jargon useful bridge new conceptual space . specifically cast different scholarly domain different language use community explore how to adapt technique unsupervised cross lingual alignment word embedding to explore conceptual alignment domain specific word embed http url develop prototype cross domain search engine use align domain specific embedding to support conceptual exploration test prototype two case study . discuss qualitative insight promise pitfall approach translation work suggest design insight future interface provide computational support cross domain information seek .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Human-Computer Interaction (cs.HC)	24/03/2025
10.48550/arXiv.2503.18432	teach llm step level automatic math correction reinforcement learning	Junsong Li, Jie Zhou, Yutao Yang, Bihao Zhan, Qianjun Pan, Yuyang Ding, Qin Chen, Jiang Bo, Xin Lin, Liang He	automatic math correction aim to check student solution mathematical problem artificial intelligence technology . most exist study focus judge final answer problem level while ignore detailed feedback step math problem solve process require ability semantic understanding reasoning . paper propose reinforcement learning rl)-based method to boost large language model llm step level automatic math correction name stepamc . particularly convert step level automatic math correction text classification task rl problem to enhance reasoning capability llms . then design space constrain policy network to improve stability rl . then introduce fine grain reward network to convert binary human feedback continuous value . conduct extensive experiment two benchmark dataset result show that model outperform eleven strong baseline .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI), Machine Learning (cs.LG)	24/03/2025
10.48550/arXiv.2503.18360	j&h evaluate robustness large language models knowledge injection attacks legal domain	Yiran Hu, Huanghai Liu, Qingjing Chen, Ning Zheng, Chong Wang, Yun Liu, Charles L.A. Clarke, Weixing Shen	scale capability large language models llms increase application knowledge intensive field such legal domain have garner widespread attention . however remain doubtful whether llm make judgment base domain knowledge reasoning . if llms base judgment solely specific word pattern rather underlie logic language llm judge paradigm pose substantial risk real world application . to address question propose method legal knowledge injection attack robustness testing thereby infer whether llms have learn legal knowledge reasoning logic . paper propose j&h evaluation framework detect robustness llms knowledge injection attack legal domain . aim framework be to explore whether llms perform deductive reasoning when accomplish legal task . to far aim have attack part reasoning logic underlie task major premise minor premise conclusion generation . have collect mistake legal expert might make judicial decision real world such typo legal synonyms inaccurate external legal statute retrieval . however real legal practice legal expert tend to overlook mistake make judgment base logic . however when face error llm be likely to be mislead typographical error may not utilize logic judgment . conduct knowledge injection attack exist general domain specific llm . current llm be not robust attack employ experiment . addition propose compare several method to enhance knowledge robustness llms .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18296	surgical action planning large language model	Mengya Xu, Zhongzhen Huang, Jie Zhang, Xiaofan Zhang, Qi Dou	robot assist minimally invasive surgery introduce surgical action planning sap task generate future action plan visual input to address absence intraoperative predictive planning current intelligent application . sap show great potential enhance intraoperative guidance automate procedure . however face challenge such understand instrument action relationship track surgical progress . large language models llms show promise understand surgical video content remain underexplored predictive decision making sap as focus mainly retrospective analysis . challenge like datum privacy computational demand modality specific constraint far highlight significant research gap . to tackle challenge introduce llm sap large language models base surgical action planning framework predict future action generate text response interpret natural language prompt surgical goal . text response potentially support surgical education intraoperative decision making procedure documentation skill analysis . llm sap integrate two novel module near history focus memory module nhf mm model historical state prompt factory action planning . evaluate llm sap construct cholect50 sap dataset use model like qwen2.5 qwen2 vl demonstrate effectiveness next action prediction . pre train llm be test zero shot supervise fine tuning sft lora be implement to address datum privacy concern . experiment show that qwen2.5 72b sft surpass qwen2.5 72b 19.3 high accuracy .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18293	fact check ai generate news report can llms catch own lie ?	Jiayi Yao, Haibo Sun, Nianwen Xue	paper evaluate ability large language models llms to assess veracity claim news report generate other llms . goal be to determine whether llms can effectively fact check own content use method similar use to verify claim make human . finding indicate that llm be more effective assess claim national international news story local news story well evaluate static information dynamic information well verify true claim compare false one . hypothesize that disparity arise because former type claim be well represent training datum . additionally find that incorporate retrieve result search engine retrieval augmented generation rag set significantly reduce number claim llm can not assess . however approach also increase occurrence incorrect assessment partly due irrelevant low quality search result . diagnostic study highlight need future research fact check machine generate report to prioritize improve precision relevance retrieve information to well support fact check effort . furthermore claim dynamic event local news may require human loop fact check system to ensure accuracy reliability .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18290	when be dataset cartography ineffective ? use training dynamic do not improve robustness adversarial squad	Paul K. Mandal	paper investigate effectiveness dataset cartography extractive question answer squad dataset . begin analyze annotation artifact squad evaluate impact two adversarial dataset addsent addonesent electra small model . use training dynamic partition squad easy to learn ambiguous hard to learn subset . then compare performance model train subset train randomly select sample equal size . result show that training cartography base subset do not improve generalization squad validation set addsent adversarial set . while hard to learn subset yield slightly high f1 score addonesent dataset overall gain be limited . finding suggest that dataset cartography provide little benefit adversarial robustness squad style qa task . conclude compare result prior finding snli discuss possible reason observed difference .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	24/03/2025
10.48550/arXiv.2503.18288	sun shine large language model tibetan culture	Cheng Huang, Fan Gao, Nyima Tashi, Yutong Liu, Xiangxiang Wang, Thupten Tsering, Ban Ma-bao, Renzeg Duojie, Gadeng Luosang, Rinchen Dongrub, Dorje Tashi, Xiao Feng, Yongbin Yu	tibetan minority language china feature highly intricate grammatical structure characterize four verb tense tense system frequent irregularity contribute extensive inflectional diversity . recently advance large language models llms have transform paradigm many domain . despite success other field current llm often fall short cater need domain expert like tibetans potential llms tibetan culture be under explore . intrinsic reason be immense intricate nature tibetan culture as well necessity high granularity richness knowledge . simultaneously complexity uniqueness grammatical structure couple status minority ethnic language contribute datum scarcity remain fundamental challenge . to alleviate issue introduce llama sunshine sun shine first large language model tibetan culture be expert various tibetan language processing task . sun shine incorporate state art model architecture optimize tibetan 's linguistic feature . also propose tib stc comprehensive dataset comprise diverse tibetan text such literature religious script news conversational datum be also first large scale dataset tibetan culture . though comprehensive experiment sun shine not only demonstrate high level knowledge expertise tibetan culture also gain preliminary embody intelligence capability tibetan language processing task like language modeling text classification machine translation syntactic analysis . moreover excel low resource scenario showcase strong generalization capability .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18260	bridge emotions architecture sentiment analysis modern distributed systems	Mahak Shah, Akaash Vishal Hazarika, Meetu Malhotra, Sachin C. Patil, Joshit Mohanty	sentiment analysis be field nlp have gain importance because be apply various area such social medium surveillance customer feedback evaluation market research . same time distribute system allow effective processing large amount datum . therefore paper examine how sentiment analysis converge distribute system concentrate different approach challenge future investigation . furthermore do extensive experiment where train sentiment analysis model use single node configuration distribute architecture to bring benefit shortcoming method term performance accuracy .	Computation and Language (cs.CL), Distributed, Parallel, and Cluster Computing (cs.DC), Machine Learning (cs.LG)	24/03/2025
10.48550/arXiv.2503.18253	enhance multi label emotion analysis corresponding intensities ethiopian languages	Tadesse Destaw Belay, Dawit Ketema Gete, Abinew Ali Ayele, Olga Kolesnikova, Grigori Sidorov, Seid Muhie Yimam	digital world people freely express emotion use different social medium platform . result model integrate emotion understand model be vital various human computer interaction task such decision making product customer feedback analysis political promotion marketing research social medium monitoring . as user express different emotion simultaneously single instance annotate emotion multilabel set such ethioemo belay et al . 2025 dataset effectively capture dynamic . additionally incorporate intensity degree emotion be crucial as emotion can significantly differ expressive strength impact . intensity be significant assess whether further action be necessary decision make process especially concern negative emotion application such healthcare mental health study . to enhance ethioemo dataset include annotation intensity label emotion . furthermore evaluate various state art encoder only pretrained language models plms decoder only large language models llms to provide comprehensive benchmarking .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18250	pad towards efficient data generation transfer learning use phrase alignment	Jong Myoung Kim, Young-Jun_Lee, Ho-Jin Choi, Sangkeun Jung	transfer learn leverage abundance english datum to address scarcity resource model non english language such korean . study explore potential phrase aligned data pad standardized statistical machine translation smt to enhance efficiency transfer learning . extensive experiment demonstrate that pad synergize effectively syntactic characteristic korean language mitigate weakness smt significantly improve model performance . moreover reveal that pad complement traditional datum construction method enhance effectiveness when combine . innovative approach not only boost model performance also suggest cost efficient solution resource scarce language .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18247	afroxlmr social adapt pre train language models african languages social media text	Tadesse Destaw Belay, Israel Abebe Azime, Ibrahim Said Ahmad, Idris Abdulmumin, Abinew Ali Ayele, Shamsuddeen Hassan Muhammad, Seid Muhie Yimam	pretrained language models plms build various source be foundation today 's nlp progress . language representation learn such model achieve strong performance many task dataset vary size draw various source . explore thorough analysis domain task adaptive continual pretraining approach low resource african language promising result be show evaluated task . create afrisocial corpus design domain adaptive finetuning pass quality pre processing step . continual pretraine plm use afrisocial domain adaptive pretraining dapt datum consistently improve performance fine grain emotion classification task 16 target language 1 28.27 macro f1 score . likewise use task adaptive pertaining tapt approach far finetune small unlabeled similar task data show promising result . example unlabeled sentiment datum source fine grain emotion classification task target improve base model result f1 score range 0.55 15.11 . combine two method dapt + tapt achieve also well result base model . resource will be available to improve low resource nlp task generally as well other similar domain task such hate speech sentiment task .	Computation and Language (cs.CL)	24/03/2025
10.48550/arXiv.2503.18242	shed hd shannon entropy distribution framework lightweight hallucination detection edge devices	Aneesh Vathul, Daniel Lee, Sheryl Chen, Arthi Tasmia	large language models llms have demonstrate impressive capability broad array nlp task tendency to produce hallucinations$\unicode{x2013}$plausible sound factually incorrect content$\unicode{x2013}$pose severe challenge high stake domain . exist hallucination detection method bear computational cost multiple inference pass sacrifice accuracy efficiency single pass approach be ideal resource constrain environment such edge device . propose shannon entropy distribution hallucination detector shed hd novel hallucination detection framework bridge gap classify sequence level entropy pattern use lightweight bilstm architecture single head attention . contrast prior approach shed hd efficiently detect distinctive uncertainty pattern entire output sequence preserve contextual awareness . depth evaluation three dataset bioasq triviaqa jeopardy questions show that shed hd significantly outperform other computationally efficient approach distribution setting while achieve comparable performance distribution setting . shed hd facilitate hallucination detection be low cost accurate generalizable improve credibility content generate llms resource constrain environment where trustworthy ai functionality be crucial .	Computation and Language (cs.CL), Artificial Intelligence (cs.AI)	23/03/2025
10.48550/arXiv.2503.18226	mapping hymns organizing concepts rigveda quantitatively connect vedic suktas	Venkatesh Bollineni, Igor Crk, Eren Gultepe	access gain insight rigveda pose non trivial challenge extremely ancient sanskrit language poetic structure large volume text . use nlp technique study identify topic semantic connection hymn rigveda be corroborate seven well know grouping hymn . 1,028 sukta hymn modern english translation rigveda jamison brereton be preprocesse sukta level embedding be obtain use i novel adaptation lsa present herein ii sbert iii doc2vec embedding . follow umap dimension reduction vector network sukta be form use k near neighbour . then community detection topic sukta network be perform louvain leiden label propagation method statistical significance form topic be determine use appropriate null distribution . only novel adaptation lsa use leiden method have detect sukta topic network be significant z = 2.726 p < .01 modularity score 0.944 . seven famous sukta grouping analyze e.g. creation funeral water etc . lsa derive network be successful seven case while doc2vec be not significant fail to detect relevant sukta . sbert detect four famous sukta separate group mistakenly combine three single mixed group . also sbert network be not statistically significant .	Computation and Language (cs.CL)	23/03/2025
10.48550/arXiv.2503.18212	lakotabert transformer base model low resource lakota language	Kanishka Parankusham, Rodrigue Rizk, KC Santosh	lakota critically endanger language sioux people north america face significant challenge due decline fluency young generation . paper introduce lakotabert first large language model llm tailor lakota aim to support language revitalization effort . research have two primary objective 1 to create comprehensive lakota language corpus 2 to develop customized llm lakota . compile diverse corpus 105 k sentence lakota english parallel text various source such book website emphasize cultural significance historical context lakota language . utilize roberta architecture pre train model conduct comparative evaluation establish model such roberta bert multilingual bert . initial result demonstrate mask language modeling accuracy 51 single ground truth assumption showcase performance comparable english base model . also evaluate model use additional metric such precision f1 score to provide comprehensive assessment capability . integrate ai linguistic methodology aspire to enhance linguistic diversity cultural resilience set valuable precedent leverage technology revitalization other endanger indigenous language .	Computation and Language (cs.CL), Machine Learning (cs.LG)	23/03/2025
10.48550/arXiv.2503.18182	explore topic trends covid-19 research literature use non negative matrix factorization	Divya Patel, Vansh Parikh, Om Patel, Agam Shah, Bhaskar Chaudhury	work apply topic modeling use non negative matrix factorization nmf covid-19 open research dataset cord-19 to uncover underlie thematic structure evolution extensive body covid-19 research literature . nmf factorize document term matrix two non negative matrix effectively represent topic distribution document . help see how strongly document relate topic how topic relate word . describe complete methodology involve series rigorous pre processing step to standardize available text datum while preserve context phrase subsequently feature extraction use term frequency inverse document frequency tf idf assign weight word base frequency rarity dataset . to ensure robustness topic model conduct stability analysis . process assess stability score nmf topic model different number topic enable to select optimal number topic analysis . analysis track evolution topic time cord-19 dataset . finding contribute understanding knowledge structure covid-19 research landscape provide valuable resource future research field .	Computation and Language (cs.CL)	23/03/2025
